Prix;Arrondissement;Nombre de pieces;Nombre de chambres;Superficie;Superficie salon (m²);Etage;Nombre d'etages;Balcon;Ascenseur;Parking;Cave;Accessible_mobilité_réduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis à vis;Calme;Charge annuelles;Exposition;DPE;GES
233 000 €;Cachan (94230);3.0;2;45 m²;;2ème;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;E;E
235 000 €;Villiers sur Marne (94350);3.0;2;61 m²;;1;2.0;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;;Sud;D;D
212 000 €;Fresnes (94260);4.0;2;63 m²;;1;4.0;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;3 000 €/an;Sud;D;D
819 000 €;Charenton le Pont (94220);4.0;3;95,3 m²;29.2;2ème;;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;3 000 €/an;;C;A
315 000 €;Creteil (94000);4.0;1;80 m²;32.6;3;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;3 472 €/an;Sud-ouest;C;B
351 000 €;Vitry-sur-Seine (94400);4.0;3;88 m²;31.0;2ème;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;;Sud-ouest;;
298 000 €;Orly (94310);4.0;3;80 m²;;4ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;;;;
371 000 €;L'Haÿ-les-Roses (94240);4.0;3;85 m²;;2ème;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;;Ouest;;
297 000 €;Villejuif (94800);3.0;2;48 m²;11.0;5;5.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;1 100 €/an;;G;G
266 000 €;Le Kremlin Bicetre (94270);2.0;1;40 m²;14.9;7ème;;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 420 €/an;;D;C
315 000 €;Creteil (94000);3.0;1;80 m²;32.6;3;4.0;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;3 472 €/an;Sud-ouest;C;B
145 000 €;Ablon sur Seine (94480);4.0;2;;;4;4.0;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;;Est;G;F
370 000 €;Vincennes (94300);3.0;2;37 m²;;4ème;;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;;Sud-est;;
645 000 €;Vincennes (94300);2.0;1;73 m²;;4;4.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;2 315 €/an;Sud;E;E
220 000 €;Villejuif (94800);2.0;1;36 m²;15.0;2;2.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;1 396 €/an;Ouest;E;E
145 000 €;Boissy-Saint-Léger (94470);2.0;1;37,3 m²;16.5;2ème;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;E;B
338 000 €;Le Kremlin Bicetre (94270);2.0;1;55,7 m²;;5ème;;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;2 140 €/an;;F;E
318 000 €;Le Kremlin Bicetre (94270);3.0;2;58,1 m²;;3ème;;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;2 000 €/an;;E;E
370 000 €;Ivry-sur-Seine (94200);6.0;4;108,2 m²;31.0;3ème;;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;4 900 €/an;;E;E
125 000 €;Champigny sur Marne (94500);2.0;1;27 m²;13.7;1;1.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Sud;E;B
179 000 €;Thiais (94320);1.0;1;30 m²;;5;6.0;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;1 380 €/an;Sud;B;B
174 900 €;Choisy le Roi (94600);4.0;3;90 m²;26.1;7;14.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;;Ouest;D;D
485 000 €;Le Perreux sur Marne (94170);3.0;2;61,3 m²;;1;3.0;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;;Ouest;B;B
399 000 €;Creteil (94000);5.0;3;113 m²;33.4;3;4.0;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;7 091 €/an;;E;E
246 750 €;Creteil (94000);3.0;2;63 m²;16.5;2;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;4 200 €/an;Sud-est;F;F
137 800 €;Choisy le Roi (94600);2.0;1;49 m²;18.7;3;14.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;3 973 €/an;Est;D;D
497 000 €;Le Kremlin Bicetre (94270);5.0;3;87,1 m²;26.6;4ème;;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;2 036 €/an;;C;A
160 000 €;St Maur des Fosses (94100);1.0;1;27 m²;;4;5.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;2 235 €/an;Sud-ouest;F;F
346 500 €;Villejuif (94800);4.0;3;80 m²;29.0;3;3.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 824 €/an;Ouest;D;D
420 000 €;St Maur des Fosses (94100);4.0;2;83 m²;33.0;2;4.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 404 €/an;Ouest;E;E
125 000 €;Champigny sur Marne (94500);2.0;1;28 m²;13.7;2;4.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;842 €/an;Nord-est;F;F
610 000 €;Paris 7ème (75007);2.0;1;42,9 m²;14.3;3;4.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;1 656 €/an;Ouest;E;E
359 000 €;Le Perreux-sur-Marne (94170);3.0;2;59 m²;20.1;3;4.0;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;;Sud;D;D
235 000 €;La Varenne St Hilaire (94210);2.0;1;40 m²;24.0;6ème;;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;1 870 €/an;;E;E
235 000 €;Ivry sur Seine (94200);2.0;2;35 m²;;3;3.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;1 380 €/an;Sud-est;D;C
230 000 €;Alfortville (94140);3.0;3;43 m²;;1;4.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;1 300 €/an;Sud;D;D
195 000 €;Le Plessis Trevise (94420);3.0;2;56,4 m²;15.7;3ème;;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 247 €/an;;E;E
189 000 €;Créteil (94000);3.0;1;63,8 m²;;3;4.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Ouest;F;F
219 000 €;Le Kremlin Bicetre (94270);1.0;1;25,9 m²;;4ème;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;300 €/an;;E;C
269 000 €;Villejuif (94800);2.0;1;38 m²;20.0;4;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;1 470 €/an;Sud;C;A
480 000 €;Bry sur Marne (94360);4.0;3;93 m²;;2;3.0;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;2 676 €/an;;D;B
251 000 €;Vincennes (94300);2.0;1;31 m²;;1er;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;1 320 €/an;;F;F
385 000 €;Villejuif (94800);4.0;2;69 m²;32.0;1;6.0;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;1 723 €/an;;C;A
645 000 €;Vincennes (94300);3.0;2;73 m²;;4;4.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;2 315 €/an;Sud;E;E
425 000 €;Paris 16ème (75016);2.0;1;49,7 m²;18.9;4;4.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;1 680 €/an;Ouest;E;E
179 000 €;Vitry sur Seine (94400);2.0;1;41 m²;;3;3.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 031 €/an;;G;G
236 000 €;Créteil (94000);2.0;1;51,4 m²;;5;6.0;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;2 100 €/an;Nord-ouest;C;B
259 000 €;Chennevieres sur Marne (94430);4.0;2;76 m²;34.3;1er;;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;1 760,42 €/an;;F;F
260 000 €;Joinville le Pont (94340);2.0;1;50 m²;18.4;1;8.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 563 €/an;;E;E
278 000 €;Fontenay sous Bois (94120);3.0;1;45 m²;14.7;1;3.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 442 €/an;Sud-ouest;E;E
235 000 €;Villejuif (94800);1.0;1;30 m²;;2;8.0;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;1 490 €/an;Est;C;C
230 000 €;Chennevieres sur Marne (94430);4.0;3;73 m²;;3;4.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;4 800 €/an;Ouest;D;D
179 000 €;Champigny sur Marne (94500);3.0;1;38 m²;16.0;1er;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;1 129 €/an;;C;A
295 000 €;Nogent sur Marne (94130);2.0;1;47 m²;25.0;1;5.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;1 128 €/an;;D;B
259 500 €;Nogent sur Marne (94130);2.0;1;32 m²;;1;3.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;772 €/an;;D;B
159 000 €;Sucy en Brie (94370);4.0;2;73,7 m²;;1;6.0;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Oui;Oui;2 400 €/an;Sud-ouest;E;E
498 000 €;Fontenay sous Bois (94120);5.0;4;117,1 m²;30.2;2ème;;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;5 880 €/an;Sud;E;E
489 000 €;Le Kremlin Bicetre (94270);4.0;3;85,9 m²;22.5;3ème;;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 600 €/an;;D;B
234 000 €;Le Kremlin Bicetre (94270);2.0;1;32,3 m²;;3ème;;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 560 €/an;Sud;E;E
169 000 €;Boissy-Saint-Léger (94470);3.0;2;67,5 m²;19.6;4ème;;Non;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;;Est;D;D
232 000 €;Creteil (94000);4.0;2;61 m²;30.0;4;4.0;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;4 024 €/an;;E;E
300 000 €;Charenton le Pont (94220);2.0;1;45 m²;19.0;5;9.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 788 €/an;Sud-ouest;D;A
342 000 €;Fontenay sous Bois (94120);3.0;2;63 m²;22.7;1er;;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 120,52 €/an;;D;D
249 000 €;Fresnes (94260);3.0;1;56 m²;;3;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 520 €/an;Sud;C;C
250 000 €;Creteil (94000);5.0;4;88 m²;;3ème;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;4 000 €/an;;;
179 000 €;Chennevieres sur Marne (94430);4.0;3;80 m²;17.0;1;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;4 800 €/an;;D;D
193 000 €;Creteil (94000);2.0;1;34 m²;16.0;1;3.0;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;1 520 €/an;Sud-est;D;D
335 000 €;Créteil (94000);4.0;3;105 m²;25.0;3;6.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;4 750 €/an;Sud;D;C
383 000 €;Orly (94310);4.0;3;89 m²;35.0;1;5.0;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;;Ouest;B;A
140 000 €;Paris 12ème (75012);1.0;1;13 m²;;;;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;780 €/an;Sud;E;C
154 000 €;Boissy-Saint-Léger (94470);3.0;2;68 m²;19.6;8ème;;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;;;D;D
839 000 €;Maisons-Alfort (94700);4.0;3;85,6 m²;28.8;RDC;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
365 000 €;Creteil (94000);6.0;4;130,3 m²;;3;7.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Sud-est;D;C
239 500 €;La Varenne St Hilaire (94210);2.0;1;42 m²;16.2;1;4.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;4 133 €/an;Sud;G;G
179 500 €;Villiers sur Marne (94350);3.0;2;61,3 m²;22.9;2ème;;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;2 854,73 €/an;Ouest;E;E
1 340 000 €;Vincennes (94300);5.0;4;131 m²;;1;4.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;;;E;B
420 000 €;Creteil (94000);4.0;2;113 m²;40.0;5;18.0;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;4 450 €/an;;D;C
185 000 €;Chennevieres sur Marne (94430);3.0;2;66,4 m²;;2ème;;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;3 443 €/an;Sud;E;C
369 000 €;Orly (94310);4.0;3;89 m²;35.0;1er;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;;;B;A
850 000 €;Charenton le Pont (94220);5.0;4;104 m²;38.0;3;8.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;6 015 €/an;Ouest;D;D
269 000 €;Villejuif (94800);3.0;2;66,1 m²;18.0;3;4.0;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;2 472 €/an;Est;E;E
229 000 €;Choisy-le-Roi (94600);3.0;2;62,8 m²;;2;5.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;1 772 €/an;;C;A
1 350 000 €;Paris 16ème (75016);4.0;3;140 m²;;2;8.0;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;5 200 €/an;;D;D
450 000 €;Saint Maur des Fosses (94100);4.0;2;82 m²;;3;5.0;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;3 087 €/an;;D;D
179 900 €;Chennevieres sur Marne (94430);2.0;1;41 m²;20.7;2ème;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 632 €/an;;E;E
289 000 €;Vincennes (94300);2.0;1;30 m²;;3ème;;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;;Est;F;E
284 000 €;Maisons Alfort (94700);3.0;2;62 m²;29.0;4;10.0;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;3 145 €/an;Ouest;E;C
160 000 €;Vitry sur Seine (94400);2.0;1;37 m²;;5;6.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 080 €/an;;E;E
850 000 €;Charenton le Pont (94220);4.0;3;104 m²;38.0;3;8.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;6 015 €/an;Ouest;D;D
218 000 €;Le Perreux sur Marne (94170);2.0;1;46 m²;12.1;1er;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;;;D;B
459 000 €;Creteil (94000);5.0;3;107 m²;23.4;4;6.0;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;4 984 €/an;Sud;D;C
435 000 €;Créteil (94000);4.0;3;92 m²;20.0;3;5.0;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Oui;3 600 €/an;Sud;C;B
190 000 €;Vitry sur Seine (94400);4.0;2;58 m²;23.0;1;4.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;2 500 €/an;;E;E
500 000 €;Vincennes (94300);4.0;3;75 m²;;4;4.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;1 750 €/an;Sud;D;B
257 250 €;Fresnes (94260);3.0;2;58 m²;;2;5.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 400 €/an;Ouest;C;C
360 000 €;Alfortville (94140);3.0;2;68 m²;21.0;5;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;;C;A
317 300 €;Créteil (94000);3.0;2;69,1 m²;32.0;3;5.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;;Sud-est;B;A
192 000 €;Ivry-sur-Seine (94200);2.0;1;41,2 m²;13.0;8;9.0;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Oui;1 980 €/an;Est;D;D
328 000 €;Le Kremlin Bicetre (94270);3.0;2;51,6 m²;;2ème;;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;2 000 €/an;;C;C
166 500 €;Le Plessis Trevise (94420);1.0;1;36,8 m²;25.3;1er;;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;1 098,20 €/an;Sud;D;A
205 000 €;Ivry-sur-Seine (94200);2.0;1;34,1 m²;;1er;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 100 €/an;;F;C
169 000 €;Boissy-Saint-Léger (94470);4.0;3;83,8 m²;20.5;6;7.0;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 951 €/an;;C;A
231 384 €;Vitry-sur-Seine (94400);3.0;2;67,6 m²;;2ème;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;;;D;D
249 000 €;Vitry-sur-Seine (94400);3.0;2;50 m²;;1;1.0;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;;Est;;
285 000 €;St Maur des Fosses (94210);2.0;1;50 m²;20.0;5;6.0;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;3 400 €/an;Est;;
252 000 €;Nogent sur Marne (94130);2.0;1;42 m²;19.0;2;4.0;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Sud;E;B
75 605 €;Villiers-sur-Marne (94350);1.0;1;17 m²;;RDC/1;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;D;A
200 000 €;Le Perreux sur Marne (94170);2.0;1;47 m²;15.0;3;4.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;1 440 €/an;;;
335 000 €;Villejuif (94800);4.0;2;81 m²;31.0;2;2.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;;;F;C
245 000 €;Villejuif (94800);2.0;2;43 m²;13.0;1er;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;;G;C
532 000 €;Thiais (94320);5.0;4;125 m²;;5ème;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Sud-ouest;;
409 000 €;Orly (94310);5.0;4;115 m²;;3ème;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Sud-ouest;;
512 000 €;Saint-Maur-des-Fossés (94210);3.0;2;96 m²;;4ème;;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Sud-ouest;;
739 000 €;Saint-Maur-des-Fossés (94210);5.0;4;105 m²;;1er;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Sud-ouest;;
412 000 €;Créteil (94000);5.0;4;110 m²;;4ème;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Sud-est;;
380 000 €;Bry-sur-Marne (94360);4.0;3;88 m²;;2ème;;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Sud-est;A;A
410 000 €;Ivry sur Seine (94200);4.0;3;75 m²;;4;8.0;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;;B;A
350 000 €;Vitry-sur-Seine (94400);4.0;3;80 m²;;5ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;Sud;;
339 000 €;Fontenay-sous-Bois (94120);3.0;2;59 m²;;1er;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;2 064 €/an;Sud;A;A
550 000 €;Charenton-le-Pont (94220);2.0;1;62 m²;;1;6.0;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 172 €/an;Est;B;B
335 000 €;Ivry sur Seine (94200);4.0;3;73 m²;;8;8.0;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;;;F;F
342 000 €;St Ouen (93400);3.0;2;60 m²;;6;7.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 500 €/an;;C;A
201 000 €;Limeil-Brévannes (94450);2.0;1;43 m²;;1er;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;1 500 €/an;;;
850 000 €;Bry-sur-Marne (94360);5.0;4;117 m²;;;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;;;
257 000 €;Créteil (94000);3.0;2;66 m²;;5;1.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;;Ouest;C;B
439 000 €;Saint-Maur-des-Fossés (94100);3.0;2;60 m²;;2ème;;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;;;;
497 000 €;Créteil (94000);4.0;3;80 m²;;6ème;;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;;Est;;
205 000 €;Villeneuve le Roi (94290);2.0;1;52 m²;;1;2.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;D;D
187 000 €;Choisy le Roi (94600);3.0;2;50 m²;;2;3.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;3 095 €/an;;D;C
230 000 €;Saint-Maur-des-Fossés (94100);3.0;2;57 m²;;2;2.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Oui;;;;
255 000 €;Le Bourget (93350);3.0;2;62 m²;30.0;RDC/1;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;D;D
399 000 €;Maisons Alfort (94700);3.0;2;65 m²;;1;3.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;1 245 €/an;Sud;D;D
374 000 €;Thiais (94320);3.0;2;67,9 m²;;2ème;;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;;;;
64 000 €;Villejuif (94800);1.0;1;22 m²;;2;1.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
65 000 €;Villejuif (94800);1.0;1;23 m²;;1;1.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
179 000 €;Thiais (94320);1.0;1;19 m²;;2;1.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;420 €/an;;;
670 000 €;Paris 15ème (75015);4.0;3;83,3 m²;16.5;RDC;;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;1 800 €/an;;E;E
78 000 €;Nogent sur Marne (94130);1.0;1;18 m²;;1;1.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;277 €/an;;C;A
390 000 €;Villejuif (94800);2.0;1;52,6 m²;25.0;5;6.0;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;;Nord-ouest;B;A
415 000 €;Villejuif (94800);3.0;2;74,9 m²;22.0;2;6.0;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;;Sud-est;B;A
491 454 €;Champigny-sur-Marne (94500);5.0;4;105,2 m²;44.3;4;5.0;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;;;A;A
299 775 €;Vitry sur Seine (94400);3.0;2;62 m²;;3;6.0;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;B;D
1 780 000 €;Paris 7ème (75007);4.0;3;106,9 m²;;4ème;;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;5 136 €/an;Ouest;D;D
512 000 €;Villejuif (94800);4.0;3;79,9 m²;21.0;6;6.0;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;;Nord-ouest;B;A
199 000 €;Alfortville (94140);2.0;1;45 m²;;3;6.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;C;A
235 000 €;Choisy le Roi (94600);3.0;2;69 m²;32.0;1;2.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;;;;
500 000 €;Villejuif (94800);4.0;3;74 m²;23.0;4;5.0;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;;Ouest;B;A
405 000 €;Villejuif (94800);3.0;3;61,2 m²;24.0;2;5.0;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;;Nord-est;B;A
259 000 €;Limeil-Brévannes (94450);5.0;3;85 m²;34.0;RDC;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;3 360 €/an;Sud-est;C;A
241 000 €;Joinville-le-Pont (94340);3.0;2;63 m²;17.0;RDC/3;;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;;Ouest;E;E
245 000 €;Villeneuve-Saint-Georges (94190);4.0;3;80 m²;;2ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;;;;
700 000 €;Vincennes (94300);3.0;2;75 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;;Est;E;B
749 300 €;St Mande (94160);5.0;3;98 m²;;3ème;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;E;B
495 000 €;Choisy-le-Roi (94600);4.0;3;86 m²;27.3;5;7.0;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;;A;A
440 000 €;Paris 19ème (75019);3.0;2;91 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
