Prix;Arrondissement;Nombre de pieces;Nombre de chambres;Superficie;Superficie salon (m²);Etage;Nombre d'etages;Balcon;Ascenseur;Parking;Cave;Accessible_mobilité_réduite;Interphone;Alarme;Digicode;Gardien;Cuisine ouverte;Sans vis à vis;Calme;Charge annuelles;Exposition;DPE;GES
295 000 €;Bry sur Marne (94360);3.0;2;58,1 m²;22.0;2;7.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;;A;B
365 000 €;Fontenay sous Bois (94120);3.0;2;60 m²;;RDC/3;;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;;B;B
307 000 €;Créteil (94000);3.0;2;62 m²;;RDC;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;2 400 €/an;Sud;C;B
816 000 €;Le Perreux-sur-Marne (94170);4.0;3;96 m²;;;;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;;Ouest;;
199 500 €;Saint-Maurice (94410);1.0;1;32 m²;20.0;RDC/9;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;2 700 €/an;;E;B
390 000 €;Créteil (94000);4.0;3;81 m²;;;;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;3 980 €/an;Ouest;D;D
235 000 €;Thiais (94320);3.0;2;58,8 m²;;RDC/3;;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 560 €/an;;D;D
110 000 €;Bonneuil-sur-Marne (94380);1.0;1;15 m²;;2ème;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 560 €/an;;D;E
260 000 €;Vincennes (94300);2.0;1;28 m²;;;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;;;F;E
1 300 000 €;Vincennes (94300);6.0;4;114 m²;;RDC;;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;4 200 €/an;Sud;D;E
315 000 €;L'Hay-les-Roses (94240);2.0;1;43,8 m²;30.0;2;5.0;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;1 000 €/an;Nord-est;B;B
921 000 €;Joinville-le-Pont (94340);3.0;2;83 m²;;;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;;;;
375 000 €;Villejuif (94800);3.0;2;77 m²;;RDC/2;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 000 €/an;;D;B
536 000 €;Maisons Alfort (94700);3.0;2;62 m²;26.0;1er;;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;;Sud;B;B
390 000 €;Saint-Maur-des-Fossés (94100);2.0;1;64,7 m²;26.5;RDC;;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;3 099,92 €/an;Sud;E;E
272 800 €;Vitry-sur-Seine (94400);3.0;2;64,9 m²;;RDC/7;;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;1 272 €/an;;D;B
289 000 €;Le Kremlin-Bicêtre (94270);2.0;1;49 m²;;RDC/5;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 376 €/an;;E;B
281 000 €;Saint-Maur-des-Fossés (94100);2.0;1;57 m²;26.2;RDC;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;1 272 €/an;;E;B
599 000 €;Saint-Maur-des-Fossés (94100);4.0;3;120 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 800 €/an;Sud-ouest;D;B
179 000 €;Créteil (94000);2.0;1;29,5 m²;;RDC/4;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 140 €/an;;F;F
395 000 €;Le Kremlin-Bicêtre (94270);4.0;3;79 m²;20.0;RDC/5;;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;3 248 €/an;;E;E
179 000 €;Fontenay-sous-Bois (94120);2.0;1;30 m²;;RDC/1;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Sud-est;F;C
241 500 €;Maisons Alfort (94700);2.0;1;48 m²;;RDC/4;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;788 €/an;Est;F;C
256 900 €;Chennevières-sur-Marne (94430);4.0;3;68 m²;;RDC/2;;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 600 €/an;Sud;F;F
170 000 €;Champigny-sur-Marne (94500);3.0;2;48 m²;18.0;RDC/4;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;2 396,84 €/an;;E;E
545 000 €;Saint-Mandé (94160);3.0;2;58 m²;14.2;5;6.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;;Ouest;E;E
;;;1;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;;
249 000 €;Champigny-sur-Marne (94500);5.0;4;83 m²;;RDC/3;;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 700 €/an;Sud;F;F
299 000 €;Fontenay-sous-Bois (94120);2.0;1;37 m²;14.0;RDC;;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Oui;1 020 €/an;;D;A
399 000 €;Thiais (94320);5.0;3;85 m²;46.0;RDC;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;1 580 €/an;Sud;C;C
188 000 €;Maisons-Alfort (94700);1.0;1;24 m²;;RDC/4;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;800 €/an;;E;B
594 000 €;Charenton-le-Pont (94220);5.0;4;103,1 m²;;4ème;;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;4 810 €/an;;D;A
331 000 €;Ivry-sur-Seine (94200);3.0;2;54 m²;;RDC;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 376 €/an;Sud-ouest;D;A
245 000 €;Choisy-le-Roi (94600);3.0;2;62 m²;;1;5.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;2 100 €/an;;B;A
750 000 €;Saint-Maur-des-Fossés (94100);4.0;3;99,2 m²;;RDC/2;;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 400 €/an;;D;D
180 000 €;Fontenay sous Bois (94120);2.0;1;50 m²;;9;18.0;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;3 000 €/an;;D;D
219 000 €;Villeneuve-le-Roi (94290);3.0;2;57 m²;27.0;;;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;2 140 €/an;Ouest;B;B
655 400 €;Vincennes (94300);3.0;2;63 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 920 €/an;;F;C
595 000 €;Bry-sur-Marne (94360);6.0;4;123,2 m²;;;;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 666 €/an;;D;B
285 000 €;Chennevières-sur-Marne (94430);3.0;2;62 m²;;3ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;;A;A
1 200 000 €;Maisons-Alfort (94700);5.0;4;110 m²;;4ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;;A;A
315 000 €;Créteil (94000);3.0;2;70 m²;;2ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;Sud;A;A
280 000 €;Boissy-Saint-Léger (94470);3.0;2;64 m²;;3ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;;A;A
480 000 €;Alfortville (94140);4.0;3;75 m²;;6ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;;A;A
1 790 000 €;Paris 16ème (75016);5.0;3;141 m²;40.0;5;6.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;5 240 €/an;Sud;D;D
240 000 €;Limeil-Brévannes (94450);4.0;3;79 m²;;;;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;3 360 €/an;;C;C
175 000 €;Villeneuve-le-Roi (94290);3.0;1;50 m²;;RDC/2;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;240 €/an;;E;E
299 000 €;Chennevières-sur-Marne (94430);4.0;3;;;RDC/2;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;3 600 €/an;Sud;;
165 000 €;Joinville-le-Pont (94340);2.0;1;23 m²;;1;1.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;G;C
1 330 000 €;Nogent-sur-Marne (94130);5.0;3;192 m²;;RDC/1;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;240 €/an;;D;B
136 000 €;Vitry-sur-Seine (94400);2.0;1;23 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;;D;B
350 000 €;Saint-Maur-des-Fossés (94210);3.0;1;71,4 m²;;;;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 000 €/an;;D;D
285 000 €;Fontenay sous Bois (94120);4.0;3;102 m²;;;;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;4 500 €/an;;E;E
400 000 €;Saint-Maur-des-Fossés (94100);2.0;1;43 m²;;3;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;;A;A
880 000 €;Saint-Maur-des-Fossés (94210);4.0;3;92 m²;;4;4.0;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;;A;A
370 000 €;Alfortville (94140);2.0;1;52 m²;;4;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;;;A;A
580 000 €;Alfortville (94140);3.0;3;75 m²;;6;6.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;;;A;A
4 760 000 €;Paris 16ème (75016);5.0;5;331 m²;;5;6.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;23 307 €/an;;E;E
589 000 €;Saint-Maur-des-Fossés (94210);4.0;3;79 m²;;RDC/4;;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;3 800 €/an;Sud;C;C
287 000 €;Choisy-le-Roi (94600);3.0;1;68 m²;;;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;;Nord-ouest;D;D
305 000 €;Villiers-sur-Marne (94350);3.0;2;73,2 m²;;;;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 628 €/an;;C;A
210 000 €;Chennevières-sur-Marne (94430);2.0;1;53 m²;24.0;RDC/4;;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;2 808 €/an;;G;F
219 900 €;Fresnes (94260);3.0;2;49,3 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;3 088 €/an;;E;C
850 000 €;Saint-Maur-des-Fossés (94100);5.0;4;110 m²;;4ème;;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;Sud-ouest;A;A
845 000 €;Saint-Maur-des-Fossés (94100);4.0;3;85 m²;;3ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;Sud-ouest;A;A
115 000 €;Villeneuve-Saint-Georges (94190);1.0;1;28,3 m²;;RDC;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 180 €/an;Ouest;F;E
365 000 €;Le Perreux-sur-Marne (94170);3.0;2;63,3 m²;23.4;3;4.0;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;3 072 €/an;Sud;D;D
172 000 €;Yerres (91330);3.0;2;59,8 m²;;1er;;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;3 424 €/an;;D;D
353 000 €;Charenton-le-Pont (94220);3.0;2;45 m²;24.0;RDC/2;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;1 130 €/an;;E;E
2 460 000 €;Le Perreux-sur-Marne (94170);10.0;8;262 m²;;RDC/3;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Sud;;
309 500 €;Ivry-sur-Seine (94200);3.0;2;58 m²;;RDC/1;;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;F;F
170 000 €;Fresnes (94260);4.0;2;66 m²;;RDC;;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;2 800 €/an;;F;C
419 000 €;Fontenay sous Bois (94120);4.0;3;70 m²;;2;4.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;3 100 €/an;;D;D
379 000 €;Villiers-sur-Marne (94350);3.0;2;62 m²;;RDC/2;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Sud-ouest;D;B
205 000 €;Créteil (94000);2.0;1;48 m²;;2;4.0;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;2 025 €/an;Sud-ouest;F;G
180 000 €;Champigny-sur-Marne (94500);2.0;1;34,2 m²;;RDC/1;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 064 €/an;;G;C
229 000 €;Villiers-sur-Marne (94350);2.0;1;44,3 m²;;RDC;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 080 €/an;Sud;C;C
180 000 €;Le Perreux-sur-Marne (94170);1.0;1;32,1 m²;;1;4.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;984 €/an;;D;B
211 000 €;Créteil (94000);4.0;3;74 m²;;RDC/14;;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;3 876 €/an;;D;C
549 000 €;Vincennes (94300);3.0;2;67 m²;;;;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 958 €/an;;E;C
249 000 €;Nogent-sur-Marne (94130);2.0;1;41,4 m²;17.0;RDC/2;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;1 340 €/an;;E;B
340 000 €;Nogent-sur-Marne (94130);3.0;2;53,1 m²;;;;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 500 €/an;;G;F
219 000 €;Champigny-sur-Marne (94500);4.0;3;62,5 m²;;RDC/4;;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;2 400 €/an;Sud-ouest;E;E
265 000 €;Joinville-le-Pont (94340);4.0;2;82 m²;;RDC/4;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 520 €/an;;E;E
256 000 €;Joinville-le-Pont (94340);2.0;1;39,9 m²;;RDC/2;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 200 €/an;Sud;E;E
470 000 €;Bry sur Marne (94360);4.0;3;71 m²;;RDC/4;;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;;;D;D
308 000 €;Sucy-en-Brie (94370);4.0;3;81,8 m²;;2;4.0;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;4 677,64 €/an;Ouest;E;E
210 000 €;Orly (94310);2.0;1;45 m²;;RDC;;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;;;C;B
270 000 €;Villejuif (94800);2.0;1;46 m²;;;;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;3 792,28 €/an;;F;F
175 000 €;Vitry sur Seine (94400);2.0;1;36 m²;11.0;RDC/4;;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;1 068 €/an;Ouest;F;F
1 090 000 €;Saint-Maur-des-Fossés (94100);6.0;4;134,9 m²;41.7;RDC;;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;2 400 €/an;;C;A
230 000 €;Arcueil (94110);3.0;2;43 m²;;;;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;1 796 €/an;;E;B
194 000 €;Villeneuve-le-Roi (94290);3.0;2;62 m²;;RDC/3;;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 048 €/an;Sud;E;E
270 000 €;Aubervilliers (93300);3.0;2;52 m²;;3;5.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;D;C
350 000 €;Le Perreux-sur-Marne (94170);2.0;1;50,4 m²;31.0;3;4.0;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Est;C;C
435 000 €;Creteil (94000);4.0;3;92 m²;22.7;RDC;;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;3 600 €/an;Ouest;C;B
390 000 €;Villiers-sur-Marne (94350);4.0;3;81 m²;;3;3.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;Sud;A;A
495 000 €;Alfortville (94140);4.0;3;89,8 m²;28.4;RDC;;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;2 786 €/an;;D;B
437 000 €;Vitry-sur-Seine (94400);4.0;3;75 m²;;;;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;2 880 €/an;;C;A
222 600 €;Champigny-sur-Marne (94500);4.0;3;65,9 m²;;RDC/4;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 600 €/an;;E;E
168 000 €;Gentilly (94250);1.0;1;18 m²;;1;2.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;750 €/an;;;
199 000 €;Thiais (94320);3.0;2;53 m²;14.0;RDC;;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 416 €/an;Est;E;E
1 290 000 €;Charenton-le-Pont (94220);6.0;1;136 m²;;RDC;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;;C;A
180 000 €;Creteil (94000);2.0;1;30 m²;;4;4.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;;;G;G
158 000 €;Sucy-en-Brie (94370);1.0;1;29,3 m²;;3ème;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;1 160 €/an;;C;A
659 000 €;Paris 2ème (75002);2.0;1;45 m²;;5;5.0;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;1 500 €/an;;D;B
180 000 €;Fresnes (94260);2.0;1;43 m²;;;;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;2 400 €/an;Sud;E;E
166 500 €;Nogent-sur-Marne (94130);2.0;1;50 m²;;RDC/1;;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;12 €/an;;D;C
479 200 €;St Maur des Fosses (94100);4.0;2;82 m²;32.0;3;3.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Sud;D;B
398 000 €;Saint-Maur-des-Fossés (94100);3.0;2;64 m²;;3;4.0;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;Sud-ouest;A;A
275 000 €;Saint-Maur-des-Fossés (94100);2.0;1;42 m²;;2ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;;;A;A
820 000 €;Saint-Maur-des-Fossés (94100);5.0;4;105 m²;;3;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;;Sud-ouest;A;A
245 000 €;Vitry-sur-Seine (94400);4.0;3;70 m²;;;;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;2 892 €/an;;E;E
170 000 €;Villecresnes (94440);2.0;1;43,2 m²;;;;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 416 €/an;;C;A
132 000 €;Alfortville (94140);1.0;1;30 m²;;8;10.0;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;2 216 €/an;Sud-est;E;E
450 000 €;Saint-Maur-des-Fossés (94100);3.0;2;91,3 m²;27.7;RDC;;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;1 880,29 €/an;;E;E
327 000 €;Champigny-sur-Marne (94500);3.0;2;74 m²;;;;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;E;E
155 000 €;Le Perreux-sur-Marne (94170);2.0;1;23,7 m²;;1er;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 000 €/an;;E;B
139 000 €;Champigny-sur-Marne (94500);2.0;1;36 m²;23.0;RDC/3;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;1 400 €/an;;E;B
215 000 €;Sucy-en-Brie (94370);3.0;2;62,3 m²;;;;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;;;D;D
590 000 €;Nogent-sur-Marne (94130);4.0;3;94,9 m²;38.0;1;6.0;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;4 080 €/an;Ouest;F;F
242 000 €;Villecresnes (94440);3.0;2;55 m²;;;;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;1 220 €/an;;C;C
80 600 €;Cachan (94230);1.0;1;20,3 m²;;6ème;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;C;C
669 000 €;Saint-Maur-des-Fossés (94100);4.0;3;82 m²;;4;4.0;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;1 600 €/an;;;
299 000 €;Chennevières-sur-Marne (94430);3.0;2;67 m²;;;;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;3 460 €/an;Ouest;D;E
183 000 €;Creteil (94000);4.0;3;57 m²;;4;4.0;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;4 140 €/an;;G;F
349 000 €;Villiers-sur-Marne (94350);4.0;3;72,6 m²;;RDC/2;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 910 €/an;;C;A
190 000 €;Paris 18ème (75018);2.0;1;24 m²;;1;4.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;1 176 €/an;;E;B
332 000 €;Le Perreux sur Marne (94170);2.0;1;40 m²;23.2;3;4.0;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;1 105 €/an;Est;B;B
193 000 €;Fresnes (94260);3.0;2;63 m²;;5ème;;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;3 700 €/an;;D;C
324 000 €;Saint-Maur-des-Fosses (94100);3.0;1;63 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;1 781 €/an;;F;F
275 000 €;Chevilly-Larue (94550);4.0;3;66,4 m²;;1;1.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;1 112 €/an;;F;F
193 800 €;Rungis (94150);2.0;1;51 m²;;RDC;;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;;F;A
329 500 €;Chennevières-sur-Marne (94430);4.0;2;88,4 m²;;;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 996 €/an;Ouest;D;B
2 490 000 €;Paris 16ème (75016);7.0;5;216,8 m²;28.0;2;5.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;10 584 €/an;Sud;E;E
787 500 €;Maisons-Alfort (94700);4.0;3;117,3 m²;;;;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;4 250 €/an;;C;C
227 000 €;Orly (94310);2.0;1;43,5 m²;26.0;6ème;;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;;;A;A
341 000 €;Le Perreux-sur-Marne (94170);3.0;2;66,3 m²;;RDC/4;;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;2 500 €/an;;E;E
425 000 €;Alfortville (94140);4.0;3;82,5 m²;21.6;RDC;;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;1 952,08 €/an;;C;C
546 000 €;Saint-Maur-des-Fossés (94100);3.0;2;78,7 m²;;RDC;;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;;;D;D
199 000 €;Ivry-sur-Seine (94200);2.0;1;26 m²;;RDC/3;;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;564 €/an;;;
670 000 €;Saint-Mandé (94160);4.0;3;80 m²;;RDC/6;;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;;;C;A
134 900 €;Choisy-le-Roi (94600);2.0;1;50,1 m²;18.0;7;1.0;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;3 216 €/an;Ouest;D;E
375 000 €;Créteil (94000);5.0;4;105 m²;;2ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;Sud;;
200 000 €;Créteil (94000);2.0;1;46 m²;;2ème;;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;;Sud;;
155 000 €;Champigny sur Marne (94500);2.0;1;33 m²;19.0;1er;;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;1 033 €/an;Ouest;E;B
259 000 €;Ivry-sur-Seine (94200);1.0;1;48 m²;;RDC/3;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;959 €/an;;E;B
1 599 000 €;Charenton le Pont (94220);5.0;4;146 m²;;RDC;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Sud;;
275 000 €;Le Perreux sur Marne (94170);3.0;2;55 m²;;RDC/3;;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;1 884 €/an;Sud;D;D
640 000 €;Vincennes (94300);4.0;3;81,3 m²;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;2 156 €/an;;D;B
109 000 €;Alfortville (94140);1.0;1;20 m²;;RDC/1;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;550 €/an;Ouest;F;C
449 000 €;Saint-Mande (94160);3.0;2;62 m²;;RDC/4;;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;1 520 €/an;;D;D
273 000 €;Villiers-sur-Marne (94350);2.0;2;46 m²;;2ème;;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;;Sud-ouest;A;A
565 000 €;Ivry sur Seine (94200);4.0;2;95 m²;;RDC/3;;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;3 300 €/an;;C;C
175 000 €;Le Perreux-sur-Marne (94170);2.0;1;30 m²;;RDC/5;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;744 €/an;Nord;E;B
